HGNC approved symbol;HGNC approved name;UniProt ID (human);Pfam domains;UniProt AC (mouse);UniProt ID (mouse);Function;Modification;Protein complex;Target molecule;Target entity;Product
RAG1;recombination activating gene 1;RAG1_HUMAN;Pfam-B_793 PB000793 1-89, RAG1 PF12940 513-953, zf-C3HC4 PF00097 293-331, zf-RAG1 PF10426 354-383;P15919;RAG1_MOUSE;Histone modification write;Histone ubiquitination;#;histone, DNA;H3.3K, DNA motif;H3.3Kub
DNMT1;DNA (cytosine-5-)-methyltransferase 1;DNMT1_HUMAN;BAH PF01426 755-880 931-1100, DMAP_binding PF06464 16-105, DNA_methylase PF00145 1139-1594, DNMT1-RFD PF12047 399-534, zf-CXXC PF02008 645-691;P13864;DNMT1_MOUSE;DNA modification;DNA methylation;#;DNA;dhC;dhU
RB1;retinoblastoma 1;RB_HUMAN;DUF3452 PF11934 105-229, RB_A PF01858 373-573, RB_B PF01857 645-766, Rb_C PF08934 768-927;P13405;RB_MOUSE;Chromatin remodeling, Histone modification write;Histone ubiquitination;CREST-BRG1, L3MBTL1;histone;#;#
CDK1;cyclin-dependent kinase 1;CDK1_HUMAN;Pkinase PF00069 4-287;P11440;CDK1_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H1;H1ph
RARA;retinoic acid receptor, alpha;RARA_HUMAN;Hormone_recep PF00104 207-409, zf-C4 PF00105 86-155;P11416;RARA_MOUSE;Histone modification write cofactor, TF;Histone methylation, TF activator, TF repressor;#;histone;H3K4;H3K4me, H3K4me2
TNP2;transition protein 2 (during histone to protamine replacement);STP2_HUMAN;TP2 PF01254 1-138;P11378;STP2_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
PARP1;poly (ADP-ribose) polymerase 1;PARP1_HUMAN;BRCT PF00533 385-462, PADR1 PF08063 279-332, PARP PF00644 797-1007, PARP_reg PF02877 662-795, WGR PF05406 549-633, zf-PARP PF00645 12-90 116-200;P11103;PARP1_MOUSE;Chromatin remodeling;#;#;histone;H1;#
TNP1;transition protein 1 (during histone to protamine replacement);STP1_HUMAN;TP1 PF02079 2-55;P10856;STP1_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
ALKBH1;alkB, alkylation repair homolog 1 (E. coli);ALKB1_HUMAN;2OG-FeII_Oxy_2 PF13532 98-344;P0CB42;ALKB1_MOUSE;Histone modification;#;#;histone;H2A;#
HMGN2;high mobility group nucleosomal binding domain 2;HMGN2_HUMAN;HMG14_17 PF01101 2-90;P09602;HMGN2_MOUSE;Chromatin remodeling;#;#;histone;H1;#
NCL;nucleolin;NUCL_HUMAN;Pfam-B_12581 PB012581 1-59, RRM_1 PF00076 309-377 395-460 488-554 574-641;P09405;NUCL_MOUSE;Histone chaperone;#;#;histone, DNA, RNA;DNA motif, RNA motif;#
TP53;tumor protein p53;P53_HUMAN;P53 PF00870 95-289, P53_TAD PF08563 5-29, P53_tetramer PF07710 318-359;P02340;P53_MOUSE;Histone modification write cofactor, TF;Histone acetylation, TF activator, TF repressor;#;histone;H3;#
SP1;Sp1 transcription factor;SP1_HUMAN;Pfam-B_20467 PB020467 61-148, Pfam-B_7620 PB007620 371-482, zf-C2H2 PF00096 626-650 686-708, zf-H2C2_2 PF13465 672-695;O89090;SP1_MOUSE;Chromatin remodeling, TF;TF activator, TF repressor;CREST-BRG1;DNA;DNA motif;#
CDC6;cell division cycle 6;CDC6_HUMAN;AAA_22 PF13401 190-322, Cdc6_C PF09079 465-545;O89033;CDC6_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
SETDB1;SET domain, bifurcated 1;SETB1_HUMAN;MBD PF01429 594-668, Pfam-B_23747 PB023747 365-520, Pfam-B_27578 PB027578 341-364, Pre-SET PF05033 681-795, SET PF00856 814-1266;O88974;SETB1_MOUSE;Histone modification write;Histone methylation;#;histone;H3K9;H3K9me3
HDAC3;histone deacetylase 3;HDAC3_HUMAN;Hist_deacetyl PF00850 11-315, Pfam-B_3137 PB003137 353-383;O88895;HDAC3_MOUSE;Histone modification erase;Histone acetylation;#;histone;H2AKac, H2BKac, H3Kac, H4Kac;H2AK, H2BK, H3K, H4K
CTBP1;C-terminal binding protein 1;CTBP1_HUMAN;2-Hacid_dh PF00389 30-352, 2-Hacid_dh_C PF02826 133-317;O88712;CTBP1_MOUSE;Chromatin remodeling;#;LSD-CoREST;chromatin;#;#
BRD7;bromodomain containing 7;BRD7_HUMAN;Bromodomain PF00439 140-223, DUF3512 PF12024 286-534, Pfam-B_1543 PB001543 591-649, Pfam-B_64177 PB064177 1-49;O88665;BRD7_MOUSE;Histone modification read;#;SWI/SNF BRM-BRG1;histone;H3K9ac, H3K14ac, H3K8ac;#
PARG;poly (ADP-ribose) glycohydrolase;PARG_HUMAN;PARG_cat PF05028 577-912, Pfam-B_14007 PB014007 925-955;O88622;PARG_MOUSE;Chromatin remodeling;#;#;histone;H3K9;#
SAP30;Sin3A-associated protein, 30kDa;SAP30_HUMAN;SAP30_Sin3_bdg PF13867 153-205, zf-SAP30 PF13866 56-134;O88574;SAP30_MOUSE;Histone modification erase cofactor;Histone acetylation;mSin3A, mSin3A-like complex;histone;#;#
MEN1;multiple endocrine neoplasia I;MEN1_HUMAN;Menin PF05053 1-615;O88559;MEN1_MOUSE;Histone modification write cofactor;Histone methylation;Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7;histone;H3K4;H3K4me
PARP2;poly (ADP-ribose) polymerase 2;PARP2_HUMAN;PARP PF00644 365-577, PARP_reg PF02877 231-363, WGR PF05406 111-195;O88554;PARP2_MOUSE;Chromatin remodeling cofactor;#;#;#;#;#
DNMT3B;DNA (cytosine-5-)-methyltransferase 3 beta;DNM3B_HUMAN;DNA_methylase PF00145 575-725, PWWP PF00855 223-308;O88509;DNM3B_MOUSE;DNA modification;DNA methylation;#;DNA;dhC;dhU
DNMT3A;DNA (cytosine-5-)-methyltransferase 3 alpha;DNM3A_HUMAN;DNA_methylase PF00145 634-776, PWWP PF00855 290-375;O88508;DNM3A_MOUSE;DNA modification;DNA methylation;#;DNA;dhC;dhU
NSD1;nuclear receptor binding SET domain protein 1;NSD1_HUMAN;PHD PF00628 1709-1751, PWWP PF00855 321-419 1754-1844, Pfam-B_7228 PB007228 821-937, SET PF00856 1953-2059;O88491;NSD1_MOUSE;Histone modification write;Histone methylation;#;histone;H3K36, H4K20;H3K36me, H4K20me
AURKC;aurora kinase C;AURKC_HUMAN;Pkinase PF00069 43-293;O88445;AURKC_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3S10, H3S28;#
BAZ1A;bromodomain adjacent to zinc finger domain, 1A;BAZ1A_HUMAN;Bromodomain PF00439 1438-1521, DDT PF02791 422-487, PHD PF00628 1150-1198, Pfam-B_18021 PB018021 670-767, Pfam-B_18567 PB018567 769-877, Pfam-B_19398 PB019398 1210-1430, WAC_Acf1_DNA_bd PF10537 22-122, WHIM1 PF15612 592-640;O88379;BAZ1A_MOUSE;Histone chaperone;#;ACF, CHRAC;histone;#;#
KDM6A;lysine (K)-specific demethylase 6A;KDM6A_HUMAN;JmjC PF02373 1133-1241, Pfam-B_604 PB000604 631-769, Pfam-B_972 PB000972 771-1109, TPR_1 PF00515 130-163 318-351 352-380, TPR_17 PF13431 272-304, TPR_8 PF13181 205-238;O70546;KDM6A_MOUSE;Histone modification erase;Histone methylation;CHD8, MLL2/3, MLL4/WBP7, COMPASS-like MLL3,4;histone;H3K27me2. H3K27me3;H3K27
BARD1;BRCA1 associated RING domain 1;BARD1_HUMAN;Ank PF00023 427-459 460-491 493-525, BRCT PF00533 568-640, Pfam-B_30184 PB030184 161-239, Pfam-B_32178 PB032178 241-290, Pfam-B_32432 PB032432 291-339, Pfam-B_33025 PB033025 723-775, zf-RING_6 PF14835 41-105;O70445;BARD1_MOUSE;Histone modification write;Histone ubiquitination;BRCC, BRCA1-A;histone;H2AX, H2A, H2B, H3, H4;H2AXub, H2Aub, H2Bub, H3ub, H4ub
PPARGC1A;peroxisome proliferator-activated receptor gamma, coactivator 1 alpha;PRGC1_HUMAN;Pfam-B_19319 PB019319 241-286, RRM_1 PF00076 679-742;O70343;PRGC1_MOUSE;Histone modification cofactor;#;#;histone;#;#
GFI1B;growth factor independent 1B transcription repressor;GFI1B_HUMAN;zf-C2H2 PF00096 220-242, zf-H2C2_2 PF13465 177-203 262-287 290-314;O70237;GFI1B_MOUSE;Histone modification cofactor;#;#;#;#;#
AURKB;aurora kinase B;AURKB_HUMAN;Pfam-B_34716 PB034716 1-46, Pkinase PF00069 77-327;O70126;AURKB_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3S10, H3S28;#
CBX4;chromobox homolog 4;CBX4_HUMAN;Chromo PF00385 11-60, Pfam-B_16393 PB016393 481-531, Pfam-B_26041 PB026041 401-479, Pfam-B_8537 PB008537 82-281;O55187;CBX4_MOUSE;Histone modification read;#;PRC1;histone;H3K9me3;#
SAP18;Sin3A-associated protein, 18kDa;SAP18_HUMAN;SAP18 PF06487 16-137;O55128;SAP18_MOUSE;Histone modification erase cofactor;Histone acetylation;mSin3A;histone;#;#
TLK2;tousled-like kinase 2;TLK2_HUMAN;Pfam-B_24604 PB024604 91-129, Pfam-B_3701 PB003701 1-89, Pkinase PF00069 462-741;O55047;TLK2_MOUSE;Histone modification write;Histone phosphorylation;#;chromatin;#;#
PRKAG1;protein kinase, AMP-activated, gamma 1 non-catalytic subunit;AAKG1_HUMAN;CBS PF00571 39-97 118-178 187-252 263-324;O54950;AAKG1_MOUSE;Histone modification write cofactor;Histone phosphorylation;#;histone;#;#
SMARCE1;SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1;SMCE1_HUMAN;HMG_box PF00505 66-134, Pfam-B_14199 PB014199 371-409;O54941;SMCE1_MOUSE;Chromatin remodeling cofactor;#;BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF;chromatin;#;#
WSB2;WD repeat and SOCS box containing 2;WSB2_HUMAN;Pfam-B_17306 PB017306 1-52, SOCS_box PF07525 366-402, WD40 PF00400 83-139 143-182 187-225 229-267 288-321 337-361;O54929;WSB2_MOUSE;Histone modification write;Histone ubiquitination;#;histone;#;#
E2F6;E2F transcription factor 6;E2F6_HUMAN;E2F_TDP PF02319 63-128;O54917;E2F6_MOUSE;TF;TF repressor;RING2-L3MBTL2, CHD8, MLL2/3, MLL4/WBP7;DNA;DNA motif;#
SUV39H1;suppressor of variegation 3-9 homolog 1 (Drosophila);SUV91_HUMAN;Chromo PF00385 43-92, Pre-SET PF05033 135-235, SET PF00856 255-366;O54864;SUV91_MOUSE;Histone modification write, Histone modification write;Histone methylation, Histone phosphorylation;eNoSc;histone;H3S10, H3K9me1, H4;H3K9me3
DAPK3;death-associated protein kinase 3;DAPK3_HUMAN;Pkinase PF00069 13-275;O54784;DAPK3_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3T11;#
SP100;SP100 nuclear antigen;SP100_HUMAN;HMG_box PF00505 769-837, HMG_box_2 PF09011 684-753, Pfam-B_182547 PB182547 845-873, Pfam-B_41802 PB041802 151-337, SAND PF01342 595-676, Sp100 PF03172 47-150;O35892;SP100_MOUSE;Chromatin remodeling cofactor;#;#;chromatin;#;#
RING1;ring finger protein 1;RING1_HUMAN;Pfam-B_11743 PB011743 292-404, Pfam-B_13488 PB013488 241-291, Pfam-B_23468 PB023468 191-239, zf-C3HC4 PF00097 48-87;O35730;RING1_MOUSE;Histone modification write, Polycomb group (PcG) protein;Histone ubiquitination;PRC1, BCOR, RING2-L3MBTL2, RING2-FBRS;histone;H2AK119;H2AK119ub
DAXX;death-domain associated protein;DAXX_HUMAN;Daxx PF03344 1-740;O35613;DAXX_MOUSE;#;#;#;histone;H3.3;#
ANP32A;acidic (leucine-rich) nuclear phosphoprotein 32 family, member A;AN32A_HUMAN;LRR_9 PF14580 17-166;O35381;AN32A_MOUSE;Chromatin remodeling cofactor;#;#;chromatin;#;#
CHEK1;checkpoint kinase 1;CHK1_HUMAN;Pkinase PF00069 9-265;O35280;CHK1_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H3.1;H3.1ph
ATN1;atrophin 1;ATN1_HUMAN;Atrophin-1 PF03154 1-163 349-1190;O35126;ATN1_MOUSE;Histone modification erase cofactor;#;#;histone;#;#
HDAC1;histone deacetylase 1;HDAC1_HUMAN;Hist_deacetyl PF00850 18-320, Pfam-B_22185 PB022185 444-478;O09106;HDAC1_MOUSE;Histone modification erase;Histone acetylation;SWI/SNF_Brm, NuRD, BHC, MeCP1, mSin3A, core HDAC, mSin3A-like complex, RING2-L3MBTL2, CREST-BRG1, LSD-CoREST;histone;H3, H4;#
NCOA3;nuclear receptor coactivator 3;NCOA3_HUMAN;DUF1518 PF07469 1291-1348, Nuc_rec_co-act PF08815 1045-1095, PAS PF00989 113-210, PAS_11 PF14598 264-375, Pfam-B_10879 PB010879 1096-1195, Pfam-B_14009 PB014009 794-924, SRC-1 PF08832 616-704;O09000;NCOA3_MOUSE;Histone modification write;Histone acetylation;#;histone;#;#
BUB1;BUB1 mitotic checkpoint serine/threonine kinase;BUB1_HUMAN;Mad3_BUB1_I PF08311 4-126, Pkinase PF00069 787-1033;O08901;BUB1_MOUSE;Histone modification write;Histone phosphorylation;#;histone;H2AS121;H2AS121ph
IKZF3;IKAROS family zinc finger 3 (Aiolos);IKZF3_HUMAN;Pfam-B_2031 PB002031 67-110, zf-C2H2_4 PF13894 480-504, zf-H2C2_2 PF13465 132-157 160-183 188-213;O08900;IKZF3_MOUSE;TF;#;#;DNA;DNA motif;#
CLOCK;clock circadian regulator;CLOCK_HUMAN;HLH PF00010 35-85, PAS PF00989 109-188, PAS_11 PF14598 273-381, Pfam-B_3081 PB003081 721-839, Pfam-B_7827 PB007827 571-719, Pfam-B_8264 PB008264 382-429;O08785;CLOCK_MOUSE;Histone modification write;Histone acetylation;#;histone;H3, H4;#
EYA2;EYA transcriptional coactivator and phosphatase 2;EYA2_HUMAN;#;O08575;EYA2_MOUSE;Histone modification erase;Histone phosphorylation;#;histone;H2AXT142;#
KMT2B;lysine (K)-specific methyltransferase 2B;KMT2B_HUMAN;FYRC PF05965 2411-2494, FYRN PF05964 1732-1782, PHD PF00628 1251-1303 1337-1396, Pfam-B_25060 PB025060 1783-1849, Pfam-B_25524 PB025524 1168-1202, Pfam-B_26440 PB026440 701-839, Pfam-B_27348 PB027348 2191-2289, Pfam-B_3353 PB003353 1981-2079, Pfam-B_6332 PB006332 1401-1479, Pfam-B_85509 PB085509 345-387, SET PF00856 2586-2691, zf-CXXC PF02008 958-1005, zf-HC5HC2H PF13771 1608-1686;O08550;KMT2B_MOUSE;Histone modification write;Histone methylation;Menin-associated_HMT, MLL2/3, COMPASS-like MLL3,4;histone;H3K4;H3K4me3
SETD2;SET domain containing 2;SETD2_HUMAN;Pfam-B_18604 PB018604 305-521, Pfam-B_22486 PB022486 541-599, Pfam-B_2796 PB002796 2146-2339, Pfam-B_3607 PB003607 1826-2144, Pfam-B_67824 PB067824 31-77, SET PF00856 1561-1667, SRI PF08236 2465-2559, WW PF00397 2391-2420;E9Q5F9;SETD2_MOUSE;Histone modification write;Histone methylation;#;histone;H3K36me2;H3K36me3
PRDM14;PR domain containing 14;PRD14_HUMAN;SET PF00856 265-367, zf-C2H2 PF00096 546-568, zf-C2H2_4 PF13894 400-421 432-455, zf-H2C2_2 PF13465 475-500 504-528;E9Q3T6;PRD14_MOUSE;DNA modification;DNA demethylation;#;DNA;mC;#
PRDM13;PR domain containing 13;PRD13_HUMAN;zf-C2H2 PF00096 137-160, zf-H2C2_2 PF13465 587-611 615-641;E9PZZ1;PRD13_MOUSE;Histone modification write;Histone methylation;#;histone;#;#
CHD2;chromodomain helicase DNA binding protein 2;CHD2_HUMAN;Chromo PF00385 261-344 378-447, DUF4208 PF13907 1455-1555, Helicase_C PF00271 825-905, Pfam-B_19320 PB019320 1231-1309, Pfam-B_761 PB000761 1111-1229, SNF2_N PF00176 487-768;E9PZM4;CHD2_MOUSE;Chromatin remodeling;#;#;DNA;#;#
SAFB;scaffold attachment factor B;SAFB1_HUMAN;Pfam-B_12198 PB012198 66-89, RRM_6 PF14259 409-478, SAP PF02037 31-65;D3YXK2;SAFB1_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
EP300;E1A binding protein p300;EP300_HUMAN;Bromodomain PF00439 1058-1144, Creb_binding PF09030 1990-2099, DUF902 PF06001 1155-1196, KAT11 PF08214 1306-1612, KIX PF02172 566-646, Pfam-B_15526 PB015526 1-129, Pfam-B_817 PB000817 2317-2349, ZZ PF00569 1664-1705, zf-TAZ PF02135 336-416 1733-1806;B2RWS6;EP300_MOUSE;Histone modification write;Histone acetylation;#;histone;H2A, H2B, H3, H4;#
L3MBTL4;l(3)mbt-like 4 (Drosophila);LMBL4_HUMAN;MBT PF02820 88-160 196-268 300-371, SAM_1 PF00536 541-605, zf-C2HC PF01530 376-407;B1B1A0;LMBL4_MOUSE;Histone modification read;#;#;histone;HKme;#
MBD5;methyl-CpG binding domain protein 5;MBD5_HUMAN;Pfam-B_1400 PB001400 981-1140, Pfam-B_19258 PB019258 499-567, Pfam-B_41495 PB041495 438-497, Pfam-B_51737 PB051737 1-119, Pfam-B_5417 PB005417 121-219, Pfam-B_7705 PB007705 221-410;B1AYB6;MBD5_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
USP36;ubiquitin specific peptidase 36;UBP36_HUMAN;Pfam-B_17191 PB017191 1088-1118, Pfam-B_20267 PB020267 1065-1087, UCH PF00443 121-420;B1AQJ2;UBP36_MOUSE;Histone modification write cofactor;Histone ubiquitination;#;histone;H2Bub;H2B
CHD6;chromodomain helicase DNA binding protein 6;CHD6_HUMAN;BRK PF07533 2400-2441, Chromo PF00385 292-354 375-429, Helicase_C PF00271 817-897, Pfam-B_18962 PB018962 1-49, Pfam-B_23619 PB023619 1691-1909, Pfam-B_71010 PB071010 1911-1953, Pfam-B_761 PB000761 1271-1333 1361-1519, SNF2_N PF00176 464-751;A3KFM7;CHD6_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
KANSL3;KAT8 regulatory NSL complex subunit 3;KANL3_HUMAN;Abhydrolase_5 PF12695 287-436, Pfam-B_10092 PB010092 521-544, Pfam-B_8995 PB008995 545-589;A2RSY1;KANL3_MOUSE;Histone modification write cofactor;Histone acetylation;NSL;histone;H6;H4ac
TYW5;tRNA-yW synthesizing protein 5;TYW5_HUMAN;Cupin_8 PF13621 16-256;A2RSX7;TYW5_MOUSE;RNA modification;#;#;RNA;#;#
ARID4B;AT rich interactive domain 4B (RBP1-like);ARI4B_HUMAN;ARID PF01388 304-394, Pfam-B_15110 PB015110 771-828, RBB1NT PF08169 166-264, Tudor-knot PF11717 569-626;A2CG63;ARI4B_MOUSE;Histone modification write cofactor;Histone acetylation;mSin3A;DNA;DNA motif;#
ARID1A;AT rich interactive domain 1A (SWI-like);ARI1A_HUMAN;ARID PF01388 1015-1104, DUF3518 PF12031 1975-2231, Pfam-B_16906 PB016906 451-499, Pfam-B_1854 PB001854 281-379;A2BH40;ARI1A_MOUSE;Chromatin remodeling cofactor;#;BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, WINAC, bBAF, SWI/SNF BRM-BRG1;DNA;DNA motif;#
LAS1L;LAS1-like (S. cerevisiae);LAS1L_HUMAN;Las1 PF04031 42-188, Pfam-B_28535 PB028535 671-732;A2BE28;LAS1L_MOUSE;Histone modification write cofactor, Histone modification write cofactor;Histone methylation, Histone acetylation;CHD8, MLL2/3, MLL4/WBP7;histone;H3K4, H3,H4,H2A;H3K4me, H3K4me2, H3Ac, H4Ac, H2AAc
ATXN7L3;ataxin 7-like 3;AT7L3_HUMAN;Pfam-B_25595 PB025595 276-345, SCA7 PF08313 201-239, Sgf11 PF08209 80-112;A2AWT3;AT7L3_MOUSE;Histone modification erase cofactor;Histone deubiquitination;SAGA;histone;#;#
MGA;MGA, MAX dimerization protein;MGAP_HUMAN;HLH PF00010 2385-2436, Pfam-B_11518 PB011518 378-497, Pfam-B_24878 PB024878 2971-3008, Pfam-B_591 PB000591 979-1080 1332-1376, Pfam-B_7320 PB007320 1791-1938, Pfam-B_80122 PB080122 1-39, Pfam-B_8542 PB008542 653-837, T-box PF00907 76-261;A2AWL7;MGAP_MOUSE;Histone modification write cofactor, TF;Histone methylation, Histone acetylation, TF activator, TF repressor;RING2-L3MBTL2, CHD8, MLL2/3, MLL4/WBP7;DNA;DNA motif;#
BCORL1;BCL6 corepressor-like 1;BCORL_HUMAN;Ank_2 PF12796 1410-1486 1426-1519, Pfam-B_1109 PB001109 110-149, Pfam-B_16739 PB016739 560-637, Pfam-B_20248 PB020248 740-800, Pfam-B_31169 PB031169 1-76, Pfam-B_8912 PB008912 383-533;A2AQH4;BCORL_MOUSE;Histone modification erase cofactor;Histone deacetylation;BCOR;histone;H3K36me2;#
CTCFL;CCCTC-binding factor (zinc finger protein)-like;CTCFL_HUMAN;Pfam-B_37192 PB037192 1-49, Pfam-B_59982 PB059982 611-659, zf-C2H2 PF00096 428-451 546-568, zf-H2C2_2 PF13465 271-296 299-324 327-353 356-380 384-409 472-497 500-525;A2APF3;CTCFL_MOUSE;Chromatin remodeling;#;#;DNA;#;#
ZNF711;zinc finger protein 711;ZN711_HUMAN;Pfam-B_16491 PB016491 1-63, Zfx_Zfy_act PF04704 64-368, zf-C2H2 PF00096 383-405, zf-C2H2_4 PF13894 562-583 733-756, zf-H2C2_2 PF13465 490-516 519-543 604-630 690-715, zf-H2C2_5 PF13909 414-437 647-671;A2ANX9;ZN711_MOUSE;Histone modification erase cofactor;Histone acetylation;#;histone;#;#
CHD7;chromodomain helicase DNA binding protein 7;CHD7_HUMAN;BRK PF07533 2562-2612 2640-2685, Chromo PF00385 800-862 882-935, Helicase_C PF00271 1324-1404, Pfam-B_19729 PB019729 1-188, Pfam-B_19848 PB019848 2351-2469, Pfam-B_2227 PB002227 281-449, Pfam-B_2565 PB002565 1722-1920, Pfam-B_6146 PB006146 2041-2259, Pfam-B_761 PB000761 1622-1720 1966-2035, SNF2_N PF00176 971-1258;A2AJK6;CHD7_MOUSE;Chromatin remodeling;#;#;chromatin;#;#
PRDM12;PR domain containing 12;PRD12_HUMAN;Pfam-B_39033 PB039033 1-49, zf-H2C2_2 PF13465 257-282 285-310;A2AJ77;PRD12_MOUSE;Histone modification write cofactor;Histone methylation;#;histone;H3K9;H3K9me
BRWD3;bromodomain and WD repeat domain containing 3;BRWD3_HUMAN;Bromodomain PF00439 1147-1233 1345-1418, Pfam-B_12397 PB012397 1669-1710, Pfam-B_2569 PB002569 9-97, WD40 PF00400 171-208 212-250 254-296 352-392 455-494 507-540;A2AHJ4;BRWD3_MOUSE;Histone modification read;#;#;histone;H3;#
PRDM11;PR domain containing 11;PRD11_HUMAN;Pfam-B_3219 PB003219 1-353;A2AGX3;PRD11_MOUSE;Histone modification write;Histone methylation;#;histone;#;#
PRDM16;PR domain containing 16;PRD16_HUMAN;Pfam-B_2662 PB002662 14-127, zf-C2H2 PF00096 337-360 366-388 394-416 423-445 979-1002 1008-1032, zf-C2H2_6 PF13912 229-255, zf-H2C2_2 PF13465 295-319 965-989;A2A935;PRD16_MOUSE;Histone modification write cofactor, TF;Histone methylation, TF repressor;#;histone, DNA;H3K9, DNA motif;H3K9me
CHD5;chromodomain helicase DNA binding protein 5;CHD5_HUMAN;CHDCT2 PF08074 1731-1903, CHDNT PF08073 146-200, Chromo PF00385 499-537 592-643, DUF1086 PF06461 1377-1531, DUF1087 PF06465 1295-1359, Helicase_C PF00271 1058-1138, PHD PF00628 345-390 418-463, Pfam-B_20089 PB020089 201-334, SNF2_N PF00176 703-999;A2A8L1;CHD5_MOUSE;Chromatin remodeling;#;#;histone;H3K27me3, H3K4;#
L3MBTL1;l(3)mbt-like 1 (Drosophila);LMBL1_HUMAN;MBT PF02820 242-314 349-421 453-525, SAM_1 PF00536 681-745, zf-C2HC PF01530 551-581;A2A5N8;LMBL1_MOUSE;Histone modification read;#;L3MBTL1;histone;H1BK26, H4K20;#
CUL4B;cullin 4B;CUL4B_HUMAN;Cullin PF00888 217-815, Cullin_Nedd8 PF10557 842-907;A2A432;CUL4B_MOUSE;Histone modification write;Histone ubiquitination;#;histone;H3, H4;#
ARID1B;AT rich interactive domain 1B (SWI1-like);ARI1B_HUMAN;ARID PF01388 1050-1140, DUF3518 PF12031 1926-2182, Pfam-B_60945 PB060945 291-369, Pfam-B_7257 PB007257 371-449;#;#;Histone modification write;Histone ubiquitination;BAF, nBAF, npBAF, PBAF, SWI/SNF-like_EPAFa, SWI/SNF-like EPAFB, SWI/SNF BRM-BRG1;histone, DNA;H2BK120, DNA motif;#
SETD1A;SET domain containing 1A;SET1A_HUMAN;N-SET PF11764 1418-1558, Pfam-B_24657 PB024657 752-1010, Pfam-B_24930 PB024930 331-410, Pfam-B_41492 PB041492 622-680, RRM_1 PF00076 99-166, SET PF00856 1579-1685;#;#;Histone modification write;Histone methylation;COMPASS;histone;H3K4;H3K4me
PRDM2;PR domain containing 2, with ZNF domain;PRDM2_HUMAN;Pfam-B_29325 PB029325 1053-1085, SET PF00856 41-141, zf-C2H2 PF00096 390-412, zf-C2H2_4 PF13894 360-383 483-506 1134-1157 1191-1214 1455-1475;#;#;Histone modification write;Histone methylation;#;histone;H3K9;H3K9me
PRDM7;PR domain containing 7;PRDM7_HUMAN;KRAB PF01352 27-65, SSXRD PF09514 170-202;#;#;Histone modification write;Histone methylation;#;histone;#;#
KDM4E;lysine (K)-specific demethylase 4E;KDM4E_HUMAN;JmjC PF02373 176-292, JmjN PF02375 16-50;#;#;Histone modification erase;Histone methylation;#;histone;H3K9me2, H3K9me3;H3K9
ZNF217;zinc finger protein 217;ZN217_HUMAN;Pfam-B_30131 PB030131 913-979, zf-C2H2 PF00096 128-150 156-178, zf-C2H2_4 PF13894 65-88 216-239 375-398, zf-H2C2_2 PF13465 485-510;#;#;Histone modification erase cofactor, TF;Histone acetylation, TF repressor;BHC, LSD-CoREST;DNA;#;#
TADA2B;transcriptional adaptor 2B;TAD2B_HUMAN;Myb_DNA-binding PF00249 67-113, ZZ PF00569 6-47;#;#;Histone modification write cofactor;Histone acetylation;TFTC-HAT;histone;#;#
SUPT3H;suppressor of Ty 3 homolog (S. cerevisiae);SUPT3_HUMAN;TFIID-18kDa PF02269 106-198;#;#;Histone modification write cofactor;Histone acetylation;PCAF, SAGA, STAGA;histone;#;#
ARID4A;AT rich interactive domain 4A (RBP1-like);ARI4A_HUMAN;ARID PF01388 306-397, Pfam-B_1988 PB001988 1071-1111 1166-1240, RBB1NT PF08169 168-263, Tudor-knot PF11717 573-630;#;#;Histone modification write cofactor;Histone acetylation;mSin3A;DNA;DNA motif;#
BRPF3;bromodomain and PHD finger containing, 3;BRPF3_HUMAN;Bromodomain PF00439 598-681, EPL1 PF10513 47-194, PHD_2 PF13831 226-260, PWWP PF00855 1074-1189, Pfam-B_5327 PB005327 751-829, zf-HC5HC2H_2 PF13832 267-386;#;#;Histone modification write cofactor;Histone acetylation;MOZ/MORF;histone;#;#
CDY1;chromodomain protein, Y-linked, 1;CDY1_HUMAN;Chromo PF00385 6-57, ECH PF00378 287-535, Pfam-B_51834 PB051834 101-148;#;#;Histone modification write;Histone acetylation;#;histone;H4;#
CDY1B;chromodomain protein, Y-linked, 1B;CDY1_HUMAN;Chromo PF00385 6-57, ECH PF00378 287-535, Pfam-B_51834 PB051834 101-148;#;#;Histone modification write;Histone acetylation;#;histone;H4;#
